Date,daily_returns,monthly_returns
2024-07-15 00:00:00-04:00,0.016743270866332427,
2024-07-16 00:00:00-04:00,0.001791874772034241,
2024-07-17 00:00:00-04:00,-0.02529598605623662,
2024-07-18 00:00:00-04:00,-0.020534884762998584,
2024-07-19 00:00:00-04:00,0.0005798897252156099,
2024-07-22 00:00:00-04:00,-0.001560215829058964,
2024-07-23 00:00:00-04:00,0.004688235520809325,
2024-07-24 00:00:00-04:00,-0.02875433687714324,
2024-07-25 00:00:00-04:00,-0.00480443885536086,
2024-07-26 00:00:00-04:00,0.002160980729152273,
2024-07-29 00:00:00-04:00,0.0012846631337550818,
2024-07-30 00:00:00-04:00,0.002565959539196472,
2024-07-31 00:00:00-04:00,0.014990826082749598,-0.03614416201155324
2024-08-01 00:00:00-04:00,-0.016750715114762782,
2024-08-02 00:00:00-04:00,0.00686936172420527,
2024-08-05 00:00:00-04:00,-0.048166974661882245,
2024-08-06 00:00:00-04:00,-0.00974823743937936,
2024-08-07 00:00:00-04:00,0.012498329980471734,
2024-08-08 00:00:00-04:00,0.016633159822531995,
2024-08-09 00:00:00-04:00,0.013735975869620054,
2024-08-12 00:00:00-04:00,0.007129965549701023,
2024-08-13 00:00:00-04:00,0.017193024691488423,
2024-08-14 00:00:00-04:00,0.0020337215221548632,
2024-08-15 00:00:00-04:00,0.013530556893823542,
2024-08-16 00:00:00-04:00,0.0059185060327426875,
2024-08-19 00:00:00-04:00,-0.000707805936397965,
2024-08-20 00:00:00-04:00,0.002744631398219788,
2024-08-21 00:00:00-04:00,-0.00048558190836600623,
2024-08-22 00:00:00-04:00,-0.008259714428674014,
2024-08-23 00:00:00-04:00,0.010288097697271237,
2024-08-26 00:00:00-04:00,0.0014989086082244363,
2024-08-27 00:00:00-04:00,0.00374149460408546,
2024-08-28 00:00:00-04:00,-0.006753503112814863,
2024-08-29 00:00:00-04:00,0.014570163248486923,
2024-08-30 00:00:00-04:00,-0.0034378493007753974,
2024-08-31 00:00:00-04:00,,0.034075515739974804
2024-09-03 00:00:00-04:00,-0.027205298500351915,
2024-09-04 00:00:00-04:00,-0.008618661336381561,
2024-09-05 00:00:00-04:00,0.006927719531013343,
2024-09-06 00:00:00-04:00,-0.007015016202747026,
2024-09-09 00:00:00-04:00,0.000407600932198271,
2024-09-10 00:00:00-04:00,-0.003621442968199662,
2024-09-11 00:00:00-04:00,0.011585157152198988,
2024-09-12 00:00:00-04:00,0.0004939780479265021,
2024-09-13 00:00:00-04:00,-0.0012119616601647953,
2024-09-16 00:00:00-04:00,-0.02777522570687141,
2024-09-17 00:00:00-04:00,0.0021726342792465214,
2024-09-18 00:00:00-04:00,0.017989751644025054,
2024-09-19 00:00:00-04:00,0.03706552058570356,
2024-09-20 00:00:00-04:00,-0.0029274051689324176,
2024-09-23 00:00:00-04:00,-0.00758099297124748,
2024-09-24 00:00:00-04:00,0.003973982332597492,
2024-09-25 00:00:00-04:00,-0.004398155397180581,
2024-09-26 00:00:00-04:00,0.0050802189317789015,
2024-09-27 00:00:00-04:00,0.0011867264581717496,
2024-09-30 00:00:00-04:00,0.022871973495300013,0.019401103478083548
2024-10-01 00:00:00-04:00,-0.02914164788375384,
2024-10-02 00:00:00-04:00,0.0025197370603202707,
2024-10-03 00:00:00-04:00,-0.004894669171788046,
2024-10-04 00:00:00-04:00,0.005007428905305034,
2024-10-07 00:00:00-04:00,-0.022530869761275385,
2024-10-08 00:00:00-04:00,0.018404058355611763,
2024-10-09 00:00:00-04:00,0.016698390930421247,
2024-10-10 00:00:00-04:00,-0.0021782549411492047,
2024-10-11 00:00:00-04:00,-0.006505440945241414,
2024-10-14 00:00:00-04:00,0.016479952195353142,
2024-10-15 00:00:00-04:00,0.011024615070921673,
2024-10-16 00:00:00-04:00,-0.008851871910463549,
2024-10-17 00:00:00-04:00,0.0015963822031264119,
2024-10-18 00:00:00-04:00,0.012276522024762482,
2024-10-21 00:00:00-04:00,0.006297903051232234,
2024-10-22 00:00:00-04:00,-0.002621786652095004,
2024-10-23 00:00:00-04:00,-0.021623006734260097,
2024-10-24 00:00:00-04:00,-0.0008233514358285676,
2024-10-25 00:00:00-04:00,0.0036431180154532505,
2024-10-28 00:00:00-04:00,0.008599467873185995,
2024-10-29 00:00:00-04:00,0.0011568294828880887,
2024-10-30 00:00:00-04:00,-0.015277956529408998,
2024-10-31 00:00:00-04:00,-0.018209475044007384,-0.028953925840689898
2024-11-01 00:00:00-04:00,-0.013279670594761428,
2024-11-04 00:00:00-05:00,-0.004037518088666259,
2024-11-05 00:00:00-05:00,0.006486244749695169,
2024-11-06 00:00:00-05:00,-0.00326697058068115,
2024-11-07 00:00:00-05:00,0.02137208191102813,
2024-11-08 00:00:00-05:00,-0.0011881468302038511,
2024-11-11 00:00:00-05:00,-0.012028569123718524,
2024-11-12 00:00:00-05:00,0.0,
2024-11-13 00:00:00-05:00,0.003969092565820009,
2024-11-14 00:00:00-05:00,0.013770454601045312,
2024-11-15 00:00:00-05:00,-0.014109186922565575,
2024-11-18 00:00:00-05:00,0.013422192824461332,
2024-11-19 00:00:00-05:00,0.0011402941474583095,
2024-11-20 00:00:00-05:00,0.00315399667501004,
2024-11-21 00:00:00-05:00,-0.002096031239889218,
2024-11-22 00:00:00-05:00,0.005907532854041886,
2024-11-25 00:00:00-05:00,0.013050863934787493,
2024-11-26 00:00:00-05:00,0.009404359064732137,
2024-11-27 00:00:00-05:00,-0.0005530387524059766,
2024-11-29 00:00:00-05:00,0.010215816180936699,
2024-11-30 00:00:00-05:00,,0.051333797376124535
2024-12-02 00:00:00-05:00,0.009522610165137335,
2024-12-03 00:00:00-05:00,0.01277184654938357,
2024-12-04 00:00:00-05:00,0.0014836067630179528,
2024-12-05 00:00:00-05:00,0.00012342976380663728,
2024-12-06 00:00:00-05:00,-0.0008229313638362656,
2024-12-09 00:00:00-05:00,0.01610119331994797,
2024-12-10 00:00:00-05:00,0.004133747555261413,
2024-12-11 00:00:00-05:00,-0.005166068380832889,
2024-12-12 00:00:00-05:00,0.005963725314681589,
2024-12-13 00:00:00-05:00,0.0006855753623682403,
2024-12-16 00:00:00-05:00,0.011727734296862025,
2024-12-17 00:00:00-05:00,0.0097195039459399,
2024-12-18 00:00:00-05:00,-0.021421742389975296,
2024-12-19 00:00:00-05:00,0.007014700854068412,
2024-12-20 00:00:00-05:00,0.01881586884400277,
2024-12-23 00:00:00-05:00,0.003064949277328255,
2024-12-24 00:00:00-05:00,0.011478078798297098,
2024-12-26 00:00:00-05:00,0.0031757022052907313,
2024-12-27 00:00:00-05:00,-0.013242189631401002,
2024-12-30 00:00:00-05:00,-0.013263465544690267,
2024-12-31 00:00:00-05:00,-0.007057869275886253,0.05480800642877193
2025-01-02 00:00:00-05:00,-0.02623584086788011,
2025-01-03 00:00:00-05:00,-0.0020094719164758246,
2025-01-06 00:00:00-05:00,0.006738962497692569,
2025-01-07 00:00:00-05:00,-0.011387728348441928,
2025-01-08 00:00:00-05:00,0.0020230149446085477,
2025-01-10 00:00:00-05:00,-0.024103769063327785,
2025-01-13 00:00:00-05:00,-0.010344175781113574,
2025-01-14 00:00:00-05:00,-0.004778177619604307,
2025-01-15 00:00:00-05:00,0.01967590353885762,
2025-01-16 00:00:00-05:00,-0.040400197202423715,
2025-01-17 00:00:00-05:00,0.007535289904717857,
2025-01-21 00:00:00-05:00,-0.03191584242275669,
2025-01-22 00:00:00-05:00,0.005345009028002723,
2025-01-23 00:00:00-05:00,-0.0007594838270741366,
2025-01-24 00:00:00-05:00,-0.003934618881068941,
2025-01-27 00:00:00-05:00,0.03178028111960374,
2025-01-28 00:00:00-05:00,0.03654394033905306,
2025-01-29 00:00:00-05:00,0.004616797642631676,
2025-01-30 00:00:00-05:00,-0.007394746751969938,
2025-01-31 00:00:00-05:00,-0.006692105896604739,-0.0556969595635739
